product_names,prices,category
Badinjan Moutable 500gApprox. Weight,9.95 AED,Salads & Pizzas
Home Made Coleslaw Salad 200g,5.25 AED,Salads & Pizzas
Russian Salad 200g,4.20 AED,Salads & Pizzas
Baba Ghannouge (Egg Plant) 200g,4.40 AED,Salads & Pizzas
Tabouleh 200g,5.30 AED,Salads & Pizzas
B.B.Q Special Pizza Large 1 pc,35.95 AED,Salads & Pizzas
Tandoori Special Pizza Large 1 pc,34.00 AED,Salads & Pizzas
Fresh Garlic Paste 300g,6.25 AED,Salads & Pizzas
Pizza Gourmet Vegetable Large 1 pc,26.90 AED,Salads & Pizzas
Mango Salad-Hot & Spicy 300 g,7.35 AED,Sandwiches & Burgers
Marinated Mixed Cold Cuts With Olive Spicy 300 g,10.65 AED,Sandwiches & Burgers
Chicken Salad Spread Sandwich 1 pc,5.50 AED,Sandwiches & Burgers
Egg Sandwich 1 pc,5.00 AED,Sandwiches & Burgers
Smoked Turkey Sandwich 1 pc,9.90 AED,Sandwiches & Burgers
Cheese Sandwich 1 pc,6.50 AED,Sandwiches & Burgers
Chicken Tikka Sandwich 1 pc,8.90 AED,Sandwiches & Burgers
Hotdog Sandwich 1 pc,5.90 AED,Sandwiches & Burgers
Roast Beef Sandwich 1 pc,9.90 AED,Sandwiches & Burgers
Garden Cheese Salad 300 g,6.90 AED,Sandwiches & Burgers
Marinated Spicy Cocktail Olives 300 g,8.10 AED,Sandwiches & Burgers
Beef Croissant Sandwich 1 pc,7.90 AED,Sandwiches & Burgers
Vegetable Burger 1 pc,5.50 AED,Sandwiches & Burgers
Beef Burger 1 pc,6.90 AED,Sandwiches & Burgers
Chicken Croissant Sandwich 1 pc,7.90 AED,Sandwiches & Burgers
Chicken Burger 1 pc,5.90 AED,Sandwiches & Burgers
Spanish Sliced Mixed Olive Salad 250 g,6.75 AED,Sandwiches & Burgers
Fish Fillet Sandwich 1 pc,7.90 AED,Sandwiches & Burgers
Club House Brown Bread Sandwich 1 pc,11.25 AED,Sandwiches & Burgers
Chicken Tikka Whole Meal Sandwich 1 pc,8.50 AED,Sandwiches & Burgers
LuLu Fresh Papaya Juice 500 ml,8.90 AED,Fresh Juice
LuLu Fresh Mango Smoothie 500 ml,14.50 AED,Fresh Juice
LuLu Fresh Pomegranate Juice 250 ml,14.90 AED,Fresh Juice
LuLu Fresh Avocado with Milk 500 ml,13.90 AED,Fresh Juice
LuLu Fresh Watermelon Juice 250 ml,6.90 AED,Fresh Juice
LuLu Fresh Avocado Juice 250 ml,8.00 AED,Fresh Juice
LuLu Fresh Carrot Juice 250 ml,5.90 AED,Fresh Juice
LuLu Fresh Watermelon Juice 500 ml,8.90 AED,Fresh Juice
LuLu Fresh Banana with Milk 500 ml,5.90 AED,Fresh Juice
LuLu Fresh Watermelon Juice 1 Litre,18.90 AED,Fresh Juice
LuLu Fresh Strawberry Lassi 500 ml,6.45 AED,Fresh Juice
LuLu Fresh Mango Lassi 500 ml,6.90 AED,Fresh Juice
LuLu Fresh Dates Lassi 500 ml,6.50 AED,Fresh Juice
LuLu Fresh Sweet Lassi 500 ml,5.90 AED,Fresh Juice
LuLu Fresh Papaya Lassi 500 ml,5.90 AED,Fresh Juice
LuLu Fresh Beetroot Juice 500 ml,12.90 AED,Fresh Juice
LuLu Fresh Orange & Carrot Juice 500 ml,8.90 AED,Fresh Juice
LuLu Fresh Malai Lassi 500 ml,8.50 AED,Fresh Juice
LuLu Fresh Carrot Juice 500 ml,11.00 AED,Fresh Juice
LuLu Fresh Beginner Green Juice 500 ml,13.90 AED,Fresh Juice
Almarai Orange Juice Drink 18 x 140 ml,22.25 AED,List
Almarai Apple Drink 18 x 140 ml,22.25 AED,List
Almarai Mango Mixed Fruit Drink 6 x 140 ml,5.75 AED,List
Nestle Cream Original 48 x 160 g,174.90 AED,List
Almarai Mixed Fruit Drink 18 x 140 ml,22.25 AED,List
Cheetos Crunchy Flammin' Hot Puffed Corn 12 x 25 g,8.50 AED,List
Bayara Sukkary Fresh Dates Value Pack 500 g,9.90 AED,List
Galaxy Minis Smooth Milk Chocolate Bar 13 pcs 2 x 162.5 g,19.90 AED,List
Tiffany Nutty Bites Peanut Value Pack 8 x 72 g,6.90 AED,List
Snickers 10 Minis Chocolate Bar Value Pack 2 x 180 g,19.90 AED,List
Rabee Rose Water 1 Litre,7.25 AED,List
Noor Canola Oil Value Pack 2 x 1.5 Litres,21.90 AED,List
Aseel Vegetable Ghee 1 Litre,9.90 AED,List
Bayara Gram Flour Value Pack 2 x 1 kg,9.75 AED,List
Betty Crocker Whipping Cream Mix 2 x 140 g,14.90 AED,List
Kellogg's Corn Flakes 500 g,8.90 AED,List
Lipton Yellow Label Tea Value Pack 200 Teabags,24.90 AED,List
Kanan Devan Classic Tea Dust Jar 400 g,7.90 AED,List
Tiffany Bites Cashew Cookie Biscuits 8 x 72 g,6.90 AED,List
Tiffany Nutty Bites Pistachio 8 x 72 g,6.90 AED,List
Al Areesh Non Spicy Zing Chicken Fillet Value Pack 1 kg,38.90 AED,List
Al Ain Finely Chopped Molokhia 3 x 400 g,8.95 AED,List
Al Ain Okra Fine 3 x 400 g,8.95 AED,List
A'Saffa Frozen Whole Chicken 10 x 1.2 kg,191.00 AED,List
Seara Frozen Whole Chicken 900 g,8.95 AED,List
Selecta Ice Cream Pistachio & Cashews 750 ml,15.90 AED,List
Farm Fresh Paneer Cubes 500 g,9.95 AED,List
Igloo Balou Chocolate Vanilla + Strawberry Vanilla 6 x 120 ml,9.95 AED,List
Selecta Quezo Real Ice Cream 750 ml,15.90 AED,List
Igloo Malai Kulfi Ice Cream Stick 5 x 65 ml,9.95 AED,List
Selecta Coffee Crumble Ice Cream 750 ml,15.90 AED,List
Solo Empanada Wheat Dough Value Pack 24 pcs 360 g,7.95 AED,List
Solo Empanada Dough Light Value Pack 24 pcs 360 g,7.95 AED,List
Solo Empanada Dough Value Pack 15 pcs 375 g,7.95 AED,List
Solo Empanada Dough Value Pack 24 pcs 360 g,7.95 AED,List
Selecta Double Dutch Ice Cream 750 ml,15.90 AED,List
Seara Jumbo Breaded Chicken Burger Value Pack 1 kg,13.90 AED,List
Selecta Cookies & Cream Ice Cream 750 ml,15.90 AED,List
Igloo Duet Raspberry and Vanilla Ice Cream Bar 5 x 65 ml,9.95 AED,List
Igloo Duet Mango And Vanilla Ice Cream Bar 5 x 65 ml,9.95 AED,List
